date,BIST100,USD_TRY,advancing_stocks,declining_stocks,CPI,CBRT_Rate,5Y_CDS_Spread
2023-02-06,4930.173828125,18.825319290161133,2,8,57.68,9.0,540.84
2023-02-07,4505.27587890625,18.829099655151367,0,10,57.68,9.0,541.23
2023-02-08,4505.27587890625,18.831600189208984,0,10,57.68,9.0,537.64
2023-02-15,4950.4736328125,18.84394073486328,10,1,57.68,9.0,562.57
2023-02-16,5008.57373046875,18.85038948059082,5,5,57.68,9.0,557.06
2023-02-17,5026.77294921875,18.854820251464844,3,7,57.68,9.0,566.13
2023-02-20,5148.87255859375,18.85346031188965,5,3,57.68,9.0,565.51
2023-02-21,5149.37255859375,18.863500595092773,0,10,57.68,9.0,578.23
2023-02-22,5071.373046875,18.862699508666992,4,6,57.68,9.0,577.12
2023-02-23,5086.17333984375,18.875200271606445,7,3,57.68,9.0,562.29
2023-02-24,5058.77294921875,18.86302947998047,3,7,57.68,9.0,571.13
2023-02-27,5197.37255859375,18.882020950317383,10,1,57.68,8.5,560.39
2023-02-28,5237.27197265625,18.884199142456055,7,3,57.68,8.5,558.48
2023-03-01,5322.671875,18.882400512695312,9,1,57.68,8.5,545.66
2023-03-02,5261.3720703125,18.883399963378906,5,5,57.68,8.5,549.36
2023-03-03,5212.3720703125,18.885700225830078,3,7,55.18,8.5,552.37
2023-03-06,5392.27099609375,18.88681983947754,9,1,55.18,8.5,519.89
2023-03-07,5381.87158203125,18.869890213012695,3,7,55.18,8.5,513.64
2023-03-08,5438.37109375,18.918100357055664,7,3,55.18,8.5,511.37
2023-03-09,5446.17138671875,18.940799713134766,4,6,55.18,8.5,510.42
2023-03-10,5384.57177734375,18.951900482177734,1,9,55.18,8.5,517.91
2023-03-13,5323.171875,18.961389541625977,3,7,55.18,8.5,523.79
2023-03-14,5207.27197265625,18.97100067138672,2,8,55.18,8.5,519.26
2023-03-15,5121.57275390625,18.974899291992188,4,6,55.18,8.5,528.06
2023-03-16,5229.572265625,18.98699951171875,10,1,55.18,8.5,557.51
2023-03-17,5136.37255859375,19.00200080871582,2,8,55.18,8.5,530.11
2023-03-20,4975.4736328125,19.00787925720215,0,10,55.18,8.5,539.59
2023-03-21,4906.57421875,19.00881004333496,2,8,55.18,8.5,541.62
2023-03-22,5001.07373046875,19.033199310302734,9,1,55.18,8.5,533.07
2023-03-23,5061.97314453125,19.043899536132812,7,3,55.18,8.5,538.17
2023-03-24,5031.97314453125,19.057199478149414,2,8,55.18,8.5,529.43
2023-03-27,4997.7734375,19.0802001953125,3,7,55.18,8.5,536.78
2023-03-28,4811.474609375,19.092580795288086,0,10,55.18,8.5,528.07
2023-03-29,4943.173828125,19.12070083618164,9,1,55.18,8.5,529.13
2023-03-30,4896.07421875,19.14689064025879,3,7,55.18,8.5,521.15
2023-03-31,4812.87451171875,19.17569923400879,1,9,50.51,8.5,518.99
2023-04-03,4839.47412109375,19.193479537963867,9,1,50.51,8.5,514.34
2023-04-04,4984.07373046875,19.20479965209961,10,1,50.51,8.5,516.13
2023-04-05,4919.8740234375,19.216999053955078,2,8,50.51,8.5,523.14
2023-04-06,4912.77392578125,19.250099182128906,5,5,50.51,8.5,541.1
2023-04-07,4924.57373046875,19.250699996948242,5,5,50.51,8.5,546.64
2023-04-10,5092.27294921875,19.245399475097656,10,1,50.51,8.5,546.44
2023-04-11,5124.2724609375,19.265300750732422,5,5,50.51,8.5,546.49
2023-04-12,5146.07275390625,19.291040420532227,8,2,50.51,8.5,542.11
2023-04-13,5135.57275390625,19.308759689331055,5,5,50.51,8.5,542.13
2023-04-14,5092.873046875,19.335100173950195,0,10,50.51,8.5,523.24
2023-04-17,5059.373046875,19.378299713134766,3,7,50.51,8.5,519.06
2023-04-18,5018.67333984375,19.385299682617188,2,8,50.51,8.5,520.47
2023-04-19,5061.17333984375,19.399599075317383,7,3,50.51,8.5,528.52
2023-04-20,5012.2734375,19.3981990814209,4,6,50.51,8.5,538.35
2023-04-24,5022.77294921875,19.405170440673828,5,5,50.51,8.5,549.89
2023-04-25,4890.97412109375,19.402700424194336,0,10,50.51,8.5,561.71
2023-04-26,4783.474609375,19.41783905029297,1,9,50.51,8.5,556.18
2023-04-27,4789.57470703125,19.423099517822266,4,6,50.51,8.5,549.16
2023-04-28,4617.87548828125,19.43549919128418,0,10,50.51,8.5,542.09
2023-05-02,4506.17626953125,19.452049255371094,1,9,43.68,8.5,532.0
2023-05-03,4485.97607421875,19.473539352416992,6,4,43.68,8.5,548.77
2023-05-04,4484.3759765625,19.474889755249023,4,6,43.68,8.5,552.77
2023-05-05,4400.7763671875,19.487199783325195,1,9,43.68,8.5,551.61
2023-05-08,4561.87548828125,19.499000549316406,9,1,43.68,8.5,552.37
2023-05-09,4536.17626953125,19.50189971923828,3,7,43.68,8.5,550.9
2023-05-10,4494.47607421875,19.520000457763672,3,7,43.68,8.5,550.91
2023-05-11,4847.97412109375,19.53969955444336,10,1,43.68,8.5,552.21
2023-05-12,4795.57470703125,19.565799713134766,2,8,43.68,8.5,552.17
2023-05-15,4501.17626953125,19.628000259399414,0,10,43.68,8.5,552.14
2023-05-16,4589.67578125,19.67970085144043,7,3,43.68,8.5,552.1
2023-05-17,4661.67529296875,19.731300354003906,9,1,43.68,8.5,552.07
2023-05-18,4501.67626953125,19.764400482177734,0,10,43.68,8.5,590.71
2023-05-22,4466.17626953125,19.815900802612305,2,8,43.68,8.5,665.96
2023-05-23,4470.97607421875,19.84454917907715,4,6,43.68,8.5,702.56
2023-05-24,4424.87646484375,19.863929748535156,2,8,43.68,8.5,696.98
2023-05-25,4427.9765625,19.907100677490234,3,6,43.68,8.5,673.03
2023-05-26,4580.67578125,19.97439956665039,10,1,43.68,8.5,679.1
2023-05-29,4768.57470703125,19.989200592041016,10,1,43.68,8.5,664.75
2023-05-30,4951.37353515625,20.1270809173584,10,1,43.68,8.5,664.2
2023-05-31,4886.8740234375,20.611600875854492,1,9,39.59,8.5,617.87
2023-06-01,4959.7734375,20.786399841308594,8,1,39.59,8.5,600.47
2023-06-02,5114.97265625,20.890199661254883,10,1,39.59,8.5,575.81
2023-06-05,5372.671875,21.080299377441406,10,1,39.59,8.5,546.31
2023-06-06,5388.77099609375,21.269500732421875,7,3,39.59,8.5,495.13
2023-06-07,5561.1708984375,21.93440055847168,9,1,39.59,8.5,487.79
2023-06-08,5553.970703125,23.295530319213867,5,5,39.59,8.5,479.25
2023-06-09,5626.47021484375,23.498699188232422,5,5,39.59,8.5,525.03
2023-06-12,5588.97021484375,23.645999908447266,2,8,39.59,8.5,502.32
2023-06-13,5429.0712890625,23.66010093688965,0,10,39.59,8.5,497.18
2023-06-14,5360.771484375,23.638500213623047,4,6,39.59,8.5,489.17
2023-06-15,5495.470703125,23.568500518798828,10,1,39.59,8.5,471.91
2023-06-16,5475.47119140625,23.650800704956055,2,8,39.59,8.5,471.98
2023-06-19,5269.27197265625,23.548500061035156,0,10,39.59,8.5,472.6
2023-06-20,5251.572265625,23.601499557495117,5,5,39.59,8.5,487.74
2023-06-21,5186.7724609375,23.572099685668945,2,7,39.59,8.5,497.48
2023-06-22,5428.27099609375,23.554800033569336,9,1,39.59,8.5,490.12
2023-06-23,5582.77001953125,24.885099411010742,10,1,39.59,8.5,511.2
2023-06-26,5732.86962890625,25.317800521850586,10,1,39.59,15.0,506.95
2023-06-27,5759.0693359375,25.960159301757812,4,6,39.59,15.0,500.39
2023-07-03,6015.26806640625,25.422399520874023,10,1,38.21,15.0,480.86
2023-07-04,6003.8681640625,25.864200592041016,3,7,38.21,15.0,490.16
2023-07-05,6106.767578125,25.978099822998047,8,2,38.21,15.0,489.13
2023-07-06,6141.0673828125,26.085599899291992,5,5,38.21,15.0,495.6
2023-07-07,6187.0673828125,26.12980079650879,5,5,38.21,15.0,503.17
2023-07-10,6270.36669921875,26.137800216674805,5,5,38.21,15.0,491.31
2023-07-11,6362.8662109375,26.037189483642578,10,1,38.21,15.0,480.91
2023-07-12,6342.06640625,26.110000610351562,2,8,38.21,15.0,449.11
2023-07-13,6368.3662109375,26.199600219726562,7,3,38.21,15.0,435.79
2023-07-14,6437.666015625,26.057199478149414,8,2,38.21,15.0,432.82
2023-07-17,6600.46484375,26.25,9,1,38.21,15.0,437.94
2023-07-18,6364.96630859375,26.382200241088867,0,10,38.21,15.0,440.76
2023-07-19,6571.26513671875,26.947799682617188,10,1,38.21,15.0,448.67
2023-07-20,6682.064453125,26.820499420166016,8,2,38.21,15.0,448.97
2023-07-21,6687.76416015625,26.850500106811523,3,7,38.21,15.0,434.45
2023-07-24,6695.064453125,26.95199966430664,3,7,38.21,17.5,435.2
2023-07-25,6604.96484375,26.96940040588379,3,7,38.21,17.5,435.08
2023-07-26,6743.8642578125,26.923500061035156,9,1,38.21,17.5,429.3
2023-07-27,6856.06396484375,26.895700454711914,8,2,38.21,17.5,426.94
2023-07-28,7067.26220703125,26.9552001953125,10,1,38.21,17.5,419.07
2023-07-31,7216.9619140625,26.84040069580078,5,5,47.83,17.5,385.0
2023-08-01,7168.4619140625,26.925979614257812,1,9,47.83,17.5,373.02
2023-08-02,7258.46142578125,26.973499298095703,6,4,47.83,17.5,389.67
2023-08-03,7221.4619140625,26.962299346923828,0,10,47.83,17.5,403.64
2023-08-04,7400.56103515625,26.963289260864258,10,1,47.83,17.5,399.53
2023-08-07,7470.060546875,26.994300842285156,7,3,47.83,17.5,385.96
2023-08-08,7412.16064453125,27.005399703979492,2,8,47.83,17.5,389.54
2023-08-09,7600.65966796875,26.925180435180664,8,2,47.83,17.5,404.37
2023-08-10,7441.46044921875,26.94700050354004,1,9,47.83,17.5,401.58
2023-08-11,7714.35888671875,27.05120086669922,10,1,47.83,17.5,386.76
2023-08-14,7737.35888671875,27.112199783325195,1,9,47.83,17.5,394.65
2023-08-15,7690.7587890625,27.055400848388672,2,7,47.83,17.5,402.55
2023-08-16,7662.25927734375,27.047889709472656,1,9,47.83,17.5,414.18
2023-08-17,7764.458984375,27.073659896850586,8,1,47.83,17.5,404.59
2023-08-18,7513.259765625,27.125,1,9,47.83,17.5,423.01
2023-08-21,7796.65869140625,27.138399124145508,9,1,47.83,17.5,423.36
2023-08-22,7771.2587890625,27.20549964904785,2,8,47.83,17.5,422.17
2023-08-23,7602.15966796875,27.20490074157715,2,8,47.83,17.5,415.46
2023-08-24,7491.8603515625,27.19339942932129,3,7,47.83,17.5,403.28
2023-08-25,7716.6591796875,25.905399322509766,9,1,47.83,17.5,379.66
2023-08-28,7941.658203125,26.353700637817383,8,2,47.83,25.0,380.58
2023-08-29,7907.05810546875,26.309499740600586,2,8,47.83,25.0,380.51
2023-08-31,7917.85791015625,26.681299209594727,3,7,58.94,25.0,367.1
2023-09-01,8056.05712890625,26.68790054321289,9,1,58.94,25.0,376.56
2023-09-04,8141.2568359375,26.577299118041992,4,5,58.94,25.0,371.57
2023-09-05,8236.0556640625,26.77120018005371,6,4,58.94,25.0,370.8
2023-09-06,8181.65673828125,26.78059959411621,3,7,58.94,25.0,371.54
2023-09-07,8337.65625,26.816499710083008,7,3,58.94,25.0,377.82
2023-09-08,8325.255859375,26.85810089111328,4,6,58.94,25.0,378.57
2023-09-11,8146.45654296875,26.665090560913086,2,8,58.94,25.0,372.54
2023-09-12,8159.8564453125,26.866870880126953,5,5,58.94,25.0,375.36
2023-09-13,8013.857421875,26.919200897216797,2,8,58.94,25.0,382.27
2023-09-14,8118.7568359375,26.885499954223633,8,2,58.94,25.0,382.09
2023-09-15,7961.95751953125,26.944400787353516,0,10,58.94,25.0,386.1
2023-09-18,7680.359375,26.786020278930664,1,9,58.94,25.0,387.75
2023-09-19,7783.95849609375,26.987499237060547,9,1,58.94,25.0,385.99
2023-09-20,7719.7587890625,27.018299102783203,4,6,58.94,25.0,393.71
2023-09-21,8000.45751953125,27.02280044555664,10,1,58.94,25.0,376.88
2023-09-22,8039.15771484375,27.104780197143555,3,7,58.94,25.0,382.65
2023-09-25,8304.755859375,27.178089141845703,10,1,58.94,30.0,382.65
2023-09-26,8242.255859375,27.207380294799805,3,7,58.94,30.0,385.11
2023-09-27,8213.755859375,27.34280014038086,4,6,58.94,30.0,385.01
2023-09-28,8218.65625,27.332799911499023,7,3,58.94,30.0,391.39
2023-09-29,8334.8564453125,27.458900451660156,8,2,58.94,30.0,392.33
2023-10-02,8486.955078125,27.48110008239746,7,3,61.53,30.0,392.74
2023-10-03,8513.455078125,27.461999893188477,3,7,61.53,30.0,392.12
2023-10-04,8333.0556640625,27.527599334716797,1,9,61.53,30.0,412.07
2023-10-05,8487.955078125,27.55459976196289,10,1,61.53,30.0,406.84
2023-10-06,8464.85546875,27.582599639892578,2,8,61.53,30.0,400.88
2023-10-09,8193.3564453125,27.71269989013672,2,8,61.53,30.0,399.85
2023-10-10,8442.7548828125,27.71969985961914,7,3,61.53,30.0,409.14
2023-10-11,8330.5556640625,27.727500915527344,2,8,61.53,30.0,392.7
2023-10-12,8259.255859375,27.718799591064453,2,7,61.53,30.0,392.67
2023-10-13,8113.2568359375,27.842300415039062,0,10,61.53,30.0,392.45
2023-10-16,7934.55810546875,27.706300735473633,2,8,61.53,30.0,410.37
2023-10-17,8114.95703125,27.87019920349121,10,1,61.53,30.0,403.54
2023-10-18,7842.65869140625,27.96139907836914,0,10,61.53,30.0,413.71
2023-10-19,7768.958984375,28.019559860229492,3,7,61.53,30.0,413.68
2023-10-20,7510.66015625,28.02429962158203,0,10,61.53,30.0,422.07
2023-10-23,7750.35888671875,28.04990005493164,10,1,61.53,30.0,421.84
2023-10-24,7990.357421875,28.081710815429688,10,1,61.53,30.0,412.54
2023-10-25,7424.96044921875,28.122499465942383,0,10,61.53,30.0,403.83
2023-10-26,7662.0595703125,28.1481990814209,10,1,61.53,30.0,409.6
2023-10-27,7706.35888671875,28.16670036315918,7,3,61.53,30.0,411.18
2023-10-30,7712.85888671875,28.202829360961914,4,5,61.53,35.0,406.05
2023-10-31,7514.06005859375,28.257369995117188,1,8,61.36,35.0,402.73
2023-11-01,7528.56005859375,28.302400588989258,9,1,61.36,35.0,396.13
2023-11-02,7663.5595703125,28.32309913635254,9,1,61.36,35.0,367.47
2023-11-03,7705.958984375,28.35890007019043,9,1,61.36,35.0,367.5
2023-11-06,7867.95849609375,28.383150100708008,9,1,61.36,35.0,359.79
2023-11-07,7844.75830078125,28.447599411010742,4,6,61.36,35.0,366.45
2023-11-08,7860.8583984375,28.49519920349121,4,6,61.36,35.0,370.17
2023-11-09,7841.45849609375,28.517309188842773,4,5,61.36,35.0,369.42
2023-11-10,7771.2587890625,28.525800704956055,0,10,61.36,35.0,368.4
2023-11-13,7568.259765625,28.513660430908203,1,9,61.36,35.0,371.62
2023-11-14,7671.0595703125,28.60610008239746,10,1,61.36,35.0,372.58
2023-11-15,7665.859375,28.641199111938477,4,6,61.36,35.0,356.77
2023-11-16,7780.65869140625,28.679689407348633,8,2,61.36,35.0,350.66
2023-11-17,7853.3583984375,28.701900482177734,6,4,61.36,35.0,348.88
2023-11-20,7946.35791015625,28.647829055786133,10,1,61.36,35.0,339.02
2023-11-21,8046.5576171875,28.777830123901367,8,2,61.36,35.0,334.05
2023-11-22,7986.95751953125,28.79397964477539,2,8,61.36,35.0,332.31
2023-11-23,7898.55810546875,28.83180046081543,2,8,61.36,35.0,337.14
2023-11-24,7959.9580078125,28.840700149536133,8,2,61.36,35.0,332.55
2023-11-27,8107.1572265625,28.842559814453125,10,1,61.36,40.0,332.45
2023-11-28,8093.45703125,28.909400939941406,5,3,61.36,40.0,334.33
2023-11-29,8009.25732421875,28.91860008239746,5,4,61.36,40.0,337.7
2023-11-30,7948.55810546875,28.940919876098633,1,9,61.36,40.0,328.32
2023-12-01,8026.25732421875,28.88640022277832,8,2,61.98,40.0,334.97
2023-12-04,8087.1572265625,28.89620018005371,10,1,61.98,40.0,351.72
2023-12-05,8057.35693359375,28.917800903320312,4,6,61.98,40.0,330.68
2023-12-06,7855.05859375,28.91469955444336,0,10,61.98,40.0,332.37
2023-12-07,7978.75732421875,28.914899826049805,8,2,61.98,40.0,329.43
2023-12-08,7913.7578125,28.91069984436035,1,9,61.98,40.0,329.44
2023-12-11,7728.35888671875,28.876100540161133,0,9,61.98,40.0,325.55
2023-12-12,7748.85888671875,28.96109962463379,5,5,61.98,40.0,323.39
2023-12-13,7529.259765625,29.027099609375,1,9,61.98,40.0,322.51
2023-12-14,7813.3583984375,28.99180030822754,10,1,61.98,40.0,312.67
2023-12-15,7993.857421875,28.976600646972656,8,2,61.98,40.0,286.14
2023-12-18,7790.3583984375,28.84041976928711,1,9,61.98,40.0,285.85
2023-12-19,7725.85888671875,29.0386905670166,3,7,61.98,40.0,285.97
2023-12-20,7662.859375,29.088720321655273,3,7,61.98,40.0,283.89
2023-12-21,7764.958984375,29.125499725341797,8,2,61.98,40.0,275.35
2023-12-22,7557.56005859375,29.10354995727539,1,9,61.98,40.0,278.32
2023-12-26,7299.26123046875,29.311399459838867,7,3,61.98,42.5,278.35
2023-12-27,7260.361328125,29.30590057373047,3,7,61.98,42.5,278.38
2023-12-28,7396.2607421875,29.38789939880371,8,2,61.98,42.5,277.92
2023-12-29,7470.16064453125,29.519800186157227,4,6,61.98,42.5,278.28
2024-01-02,7624.25927734375,29.428199768066406,10,1,64.77,42.5,280.36
2024-01-03,7411.96044921875,29.74485969543457,0,10,64.77,42.5,292.22
2024-01-04,7547.759765625,29.77907943725586,10,1,64.77,42.5,307.92
2024-01-05,7628.65966796875,29.840900421142578,9,1,64.77,42.5,307.9
2024-01-08,7818.8583984375,29.78428077697754,8,2,64.77,42.5,300.51
2024-01-09,7736.2587890625,29.91390037536621,1,8,64.77,42.5,304.33
2024-01-10,7874.158203125,29.96179962158203,9,1,64.77,42.5,308.17
2024-01-11,7895.9580078125,29.85420036315918,5,5,64.77,42.5,296.89
2024-01-12,7986.45751953125,30.06089973449707,8,2,64.77,42.5,300.94
2024-01-15,8043.95751953125,30.06355094909668,9,1,64.77,42.5,303.85
2024-01-16,8032.15771484375,30.07284927368164,3,7,64.77,42.5,304.12
2024-01-17,8024.357421875,30.118099212646484,4,6,64.77,42.5,312.65
2024-01-18,8016.0576171875,30.137819290161133,3,6,64.77,42.5,314.03
2024-01-19,7996.65771484375,30.153600692749023,2,8,64.77,42.5,315.22
2024-01-22,8010.0576171875,30.191360473632812,5,4,64.77,42.5,317.08
2024-01-23,7950.05810546875,30.2587890625,2,8,64.77,42.5,328.18
2024-01-24,8090.85693359375,30.279499053955078,10,1,64.77,42.5,325.16
2024-01-25,8169.8564453125,30.24799919128418,8,2,64.77,42.5,312.38
2024-01-26,8346.255859375,30.297300338745117,8,1,64.77,42.5,311.43
2024-01-29,8471.6552734375,30.324670791625977,9,1,64.77,45.0,311.46
2024-01-30,8474.2548828125,30.34501075744629,2,7,64.77,45.0,316.46
2024-01-31,8496.6552734375,30.358400344848633,1,9,64.86,45.0,323.07
2024-02-01,8646.0537109375,30.359800338745117,10,1,64.86,45.0,326.26
2024-02-02,8665.654296875,30.44300079345703,6,4,64.86,45.0,333.12
2024-02-05,8776.6533203125,30.300920486450195,6,3,64.86,45.0,326.4
2024-02-06,8869.052734375,30.536800384521484,8,2,64.86,45.0,325.97
2024-02-07,8842.953125,30.541120529174805,2,8,64.86,45.0,321.23
2024-02-08,8949.751953125,30.59149932861328,8,2,64.86,45.0,317.28
2024-02-09,9045.9521484375,30.668399810791016,7,3,64.86,45.0,310.44
2024-02-12,9174.55078125,30.64838981628418,7,3,64.86,45.0,303.6
2024-02-13,8993.9521484375,30.712900161743164,2,8,64.86,45.0,293.88
2024-02-14,9072.0517578125,30.722900390625,7,3,64.86,45.0,295.47
2024-02-15,9242.1513671875,30.750099182128906,10,1,64.86,45.0,295.66
2024-02-16,9250.3515625,30.815000534057617,4,6,64.86,45.0,291.0
2024-02-19,9196.3515625,30.80282974243164,4,6,64.86,45.0,290.91
2024-02-20,9344.9501953125,30.867900848388672,8,2,64.86,45.0,289.99
2024-02-21,9312.0498046875,30.904909133911133,4,5,64.86,45.0,290.7
2024-02-22,9347.150390625,31.01650047302246,6,3,64.86,45.0,286.25
2024-02-23,9374.150390625,31.07349967956543,7,3,64.86,45.0,286.22
2024-02-26,9334.0498046875,31.093120574951172,3,7,64.86,45.0,286.03
2024-02-27,9179.451171875,31.115520477294922,2,8,64.86,45.0,282.21
2024-02-28,9062.3525390625,31.14579963684082,2,8,64.86,45.0,284.39
2024-02-29,9193.6513671875,31.208839416503906,7,3,64.86,45.0,288.0
2024-03-01,9097.15234375,31.279409408569336,1,9,64.86,45.0,288.01
2024-03-04,8907.6533203125,31.390369415283203,2,8,67.07,45.0,295.86
2024-03-05,8860.453125,31.571300506591797,5,5,67.07,45.0,307.01
2024-03-06,8744.552734375,31.688119888305664,3,7,67.07,45.0,321.44
2024-03-07,9054.15234375,31.79730987548828,10,1,67.07,45.0,317.51
2024-03-08,9155.2509765625,31.93320083618164,6,4,67.07,45.0,320.25
2024-03-11,9131.7509765625,31.996360778808594,5,5,67.07,45.0,320.38
2024-03-12,9068.9521484375,32.03739929199219,2,8,67.07,45.0,315.51
2024-03-13,8910.1533203125,32.093780517578125,1,9,67.07,45.0,306.71
2024-03-14,8883.453125,32.1185302734375,5,4,67.07,45.0,306.78
2024-03-15,8828.6533203125,32.19306945800781,2,8,67.07,45.0,306.72
2024-03-18,8718.0537109375,32.28765106201172,3,7,67.07,45.0,309.88
2024-03-19,8929.8525390625,32.33330154418945,10,1,67.07,45.0,311.58
2024-03-20,8955.0517578125,32.373348236083984,4,5,67.07,45.0,342.32
2024-03-21,9140.6513671875,32.41749954223633,9,1,67.07,45.0,334.9
2024-03-22,9111.4521484375,32.15650177001953,5,5,67.07,45.0,310.48
2024-03-25,9029.3525390625,32.08531188964844,3,7,67.07,50.0,314.54
2024-03-26,8807.353515625,32.16780090332031,1,9,67.07,50.0,318.3
2024-03-27,8806.6533203125,32.208499908447266,6,4,67.07,50.0,315.51
2024-03-28,9079.9521484375,32.29970169067383,9,1,67.07,50.0,317.6
2024-03-29,9142.3515625,32.449100494384766,4,4,67.07,50.0,300.79
2024-04-01,9157.451171875,32.42340087890625,8,2,68.5,50.0,300.79
2024-04-02,9040.8525390625,32.26240158081055,3,7,68.5,50.0,300.83
2024-04-03,8945.751953125,32.052101135253906,3,6,68.5,50.0,300.94
2024-04-04,9128.951171875,31.94529914855957,6,4,68.5,50.0,296.09
2024-04-05,9618.7490234375,31.944990158081055,10,1,68.5,50.0,287.84
2024-04-08,9756.6484375,32.007598876953125,7,3,68.5,50.0,293.35
2024-04-09,9814.1484375,32.15650177001953,0,1,68.5,50.0,295.1
2024-04-15,9679.748046875,32.39690017700195,1,1,68.5,50.0,305.16
2024-04-16,9548.048828125,32.40700912475586,3,7,68.5,50.0,307.0
2024-04-17,9530.44921875,32.51139831542969,3,7,68.5,50.0,314.93
2024-04-18,9524.548828125,32.47119903564453,5,5,68.5,50.0,313.78
2024-04-19,9693.4482421875,32.56330108642578,10,1,68.5,50.0,312.28
2024-04-22,9644.94921875,32.60334014892578,5,5,68.5,50.0,310.75
2024-04-24,9722.0478515625,32.510520935058594,9,1,68.5,50.0,301.16
2024-04-25,9716.748046875,32.56671905517578,5,5,68.5,50.0,306.92
2024-04-26,9915.546875,32.535301208496094,10,1,68.5,50.0,303.98
2024-04-29,10082.74609375,32.53120040893555,10,1,68.5,50.0,290.14
2024-04-30,10045.646484375,32.36991882324219,3,6,68.5,50.0,293.65
2024-05-02,10208.646484375,32.27299880981445,8,2,69.8,50.0,293.22
2024-05-03,10276.845703125,32.40330123901367,5,5,69.8,50.0,285.04
2024-05-06,10267.044921875,32.302398681640625,6,4,69.8,50.0,285.51
2024-05-07,10336.4453125,32.28260040283203,7,3,69.8,50.0,285.51
2024-05-08,10247.7451171875,32.25619888305664,2,8,69.8,50.0,274.87
2024-05-09,10268.544921875,32.3484992980957,6,4,69.8,50.0,274.84
2024-05-10,10218.544921875,32.28310012817383,4,5,69.8,50.0,269.92
2024-05-13,10055.9462890625,32.18122863769531,3,7,69.8,50.0,267.92
2024-05-14,10173.3466796875,32.25170135498047,6,4,69.8,50.0,269.96
2024-05-15,10158.5458984375,32.28120040893555,2,8,69.8,50.0,210.32
2024-05-16,10319.9453125,32.160499572753906,8,2,69.8,50.0,266.0
2024-05-17,10643.54296875,32.262901306152344,9,1,69.8,50.0,262.12
2024-05-20,10739.54296875,32.232601165771484,7,2,69.8,50.0,263.17
2024-05-21,10895.2421875,32.212100982666016,7,3,69.8,50.0,265.01
2024-05-22,10899.2421875,32.19089889526367,5,5,69.8,50.0,260.3
2024-05-23,10792.4423828125,32.15095138549805,3,7,69.8,50.0,260.29
2024-05-24,10676.6435546875,32.22200012207031,2,8,69.8,50.0,262.22
2024-05-27,10656.943359375,32.220001220703125,6,4,69.8,50.0,263.23
2024-05-28,10677.443359375,32.108001708984375,3,7,69.8,50.0,263.24
2024-05-29,10479.14453125,32.24089813232422,1,9,69.8,50.0,259.94
2024-05-30,10481.244140625,32.260101318359375,4,5,69.8,50.0,320.16
2024-05-31,10400.4453125,32.24380111694336,1,9,75.45,50.0,320.13
2024-06-03,10556.744140625,32.235801696777344,6,4,75.45,50.0,259.35
2024-06-04,10364.544921875,32.1786003112793,0,10,75.45,50.0,253.56
2024-06-05,10350.9453125,32.6338005065918,4,6,75.45,50.0,262.36
2024-06-06,10279.6455078125,32.27439880371094,3,7,75.45,50.0,262.36
2024-06-07,10138.9462890625,32.28879928588867,3,7,75.45,50.0,258.46
2024-06-10,9997.84765625,32.40610122680664,1,9,75.45,50.0,256.52
2024-06-11,10051.3466796875,32.3828010559082,5,5,75.45,50.0,260.31
2024-06-12,10165.4462890625,32.364898681640625,9,1,75.45,50.0,259.44
2024-06-13,10391.845703125,32.32870101928711,9,1,75.45,50.0,316.09
2024-06-14,10471.244140625,32.4901008605957,6,4,75.45,50.0,255.15
2024-06-20,10739.84375,32.513301849365234,10,1,75.45,50.0,265.42
2024-06-21,10771.3427734375,32.829498291015625,3,6,75.45,50.0,268.28
2024-06-24,10767.84375,32.82630157470703,6,4,75.45,50.0,271.17
2024-06-25,10679.943359375,32.92097091674805,1,9,75.45,50.0,273.14
2024-06-26,10486.64453125,32.94459915161133,0,10,75.45,50.0,278.25
2024-06-27,10680.84375,32.8385009765625,10,1,75.45,50.0,274.26
2024-06-28,10647.84375,32.88779830932617,5,5,75.45,50.0,274.31
2024-07-01,10343.2451171875,32.77050018310547,0,10,71.6,50.0,271.21
2024-07-02,10446.14453125,32.64820098876953,7,3,71.6,50.0,272.14
2024-07-03,10682.1435546875,32.54359817504883,10,1,71.6,50.0,274.24
2024-07-04,10872.5419921875,32.53403854370117,10,1,71.6,50.0,259.55
2024-07-05,10851.7421875,32.63800048828125,4,6,71.6,50.0,259.55
2024-07-08,10864.0419921875,32.674598693847656,2,7,71.6,50.0,257.69
2024-07-09,10796.5419921875,32.71730041503906,3,7,71.6,50.0,254.68
2024-07-10,10743.2431640625,32.90380096435547,2,8,71.6,50.0,256.69
2024-07-11,11024.2412109375,32.879798889160156,8,2,71.6,50.0,257.62
2024-07-12,11064.841796875,32.94902038574219,1,8,71.6,50.0,251.81
2024-07-16,11139.240234375,33.01750183105469,3,6,71.6,50.0,252.77
2024-07-17,11134.041015625,33.04050064086914,3,7,71.6,50.0,252.7
2024-07-18,11139.4404296875,33.07957077026367,4,6,71.6,50.0,252.87
2024-07-19,11156.140625,33.088138580322266,2,7,71.6,50.0,252.87
2024-07-22,11172.740234375,32.997840881347656,5,5,71.6,50.0,262.6
2024-07-23,11089.44140625,32.92620086669922,5,4,71.6,50.0,257.69
2024-07-24,10991.541015625,32.84090042114258,1,9,71.6,50.0,254.76
